Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q8BLN5,Q8BLN5,1,1,1,Lanosterol synthase,Lss,sp|Q8BLN5|LSS_MOUSE Lanosterol synthase OS=Mus musculus OX=10090 GN=Lss PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.4,1.4,1.4,83.14,733,733,1,3,0.00045393,2.5245,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,1.4,1.4,1.4,1425200,0,0,0,278740,621180,525290,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1435,7199,TRUE,7537,30752;30753;30754,24390;24391;24392,24392,,,-1
Q8BLY7,Q8BLY7,1,1,1,Hermansky-Pudlak syndrome 6 protein homolog,Hps6,sp|Q8BLY7|HPS6_MOUSE Hermansky-Pudlak syndrome 6 protein homolog OS=Mus musculus OX=10090 GN=Hps6 PE=1 SV=3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.4,3.4,3.4,87.34,805,805,1,1,0,2.772,,,,,,By MS/MS,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1436,9655,TRUE,10094,41223,32645,32645,,,-1
Q8BM39,Q8BM39,1,1,1,Pre-mRNA-splicing factor 18,Prpf18,sp|Q8BM39|PRP18_MOUSE Pre-mRNA-splicing factor 18 OS=Mus musculus OX=10090 GN=Prpf18 PE=1 SV=1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3.5,3.5,3.5,39.889,342,342,1,2,0.00088692,2.3879,,,,,By MS/MS,By MS/MS,0,0,0,0,3.5,3.5,447630,0,0,0,0,212410,235220,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1437,3864,TRUE,4008,15781;15782,12484,12484,,,-1
Q8BMA6,Q8BMA6,2,2,2,Signal recognition particle subunit SRP68,Srp68,sp|Q8BMA6|SRP68_MOUSE Signal recognition particle subunit SRP68 OS=Mus musculus OX=10090 GN=Srp68 PE=1 SV=2,1,2,2,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,4.2,4.2,4.2,70.573,625,625,1,5,0,7.8501,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,2.1,2.1,2.1,0,2.1,2.1,4627000,30093,177860,140490,0,2322100,1956500,0,0,0,0,0,0,0,0,1,0,1,1,3,,,,1438,474;1188,True;True,491;1231,1895;1896;1897;4741;4742,1483;1484;3680;3681,1483;3681,,,-1
Q8BMB3,Q8BMB3,1,1,1,Eukaryotic translation initiation factor 4E type 2,Eif4e2,sp|Q8BMB3|IF4E2_MOUSE Eukaryotic translation initiation factor 4E type 2 OS=Mus musculus OX=10090 GN=Eif4e2 PE=1 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,9,9,9,28.263,245,245,1,3,0,12.223,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,9,9,9,4446000,0,0,0,1306300,1503700,1636000,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,1439,4784,TRUE,4968,19955;19956;19957,15842;15843;15844,15843,,,-1
Q8BMI3,Q8BMI3,2,2,2,ADP-ribosylation factor-binding protein GGA3,Gga3,sp|Q8BMI3|GGA3_MOUSE ADP-ribosylation factor-binding protein GGA3 OS=Mus musculus OX=10090 GN=Gga3 PE=1 SV=2,1,2,2,2,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,1,1,2,2.6,2.6,2.6,77.972,718,718,1,4,0,5.8665,,,,By MS/MS,By matching,By MS/MS,0,0,0,1,1.7,2.6,7271900,0,0,0,537260,2434400,4300200,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1440,4318;5521,True;True,4478;5731,17774;17775;23218;23219,14106;18316,14106;18316,,,-1
Q8BMJ2,Q8BMJ2,14,14,14,"Leucine--tRNA ligase, cytoplasmic",Lars,"sp|Q8BMJ2|SYLC_MOUSE Leucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Lars1 PE=1 SV=2",1,14,14,14,10,13,13,11,13,11,10,13,13,11,13,11,10,13,13,11,13,11,15.3,15.3,15.3,134.19,1178,1178,1,71,0,31.583,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12,14.1,14.1,13.2,14.1,13.2,138310000,2731300,9745700,9903700,26419000,47068000,42445000,1500300,2005500,2067400,865230,1230200,1114900,1,10,8,5,10,9,43,,,,1441,1511;2318;2699;3380;7531;8037;8580;8974;9335;9548;9604;10210;10449;11080,True;True;True;True;True;True;True;True;True;True;True;True;True;True,1565;2405;2794;3500;7885;8405;8965;9371;9752;9979;10040;10672;10919;11578,6026;6027;6028;6029;6030;6031;9235;9236;9237;9238;9239;9240;10768;10769;10770;10771;10772;10773;13629;13630;13631;32153;32154;32155;32156;32157;34223;34224;34225;34226;34227;34228;36497;36498;36499;36500;36501;36502;38096;38097;38098;38099;39474;40624;40625;40626;40627;40628;40629;40851;40852;40853;40854;40855;43670;43671;43672;43673;43674;44718;44719;44720;44721;44722;44723;47426;47427;47428;47429;47430;47431,4695;4696;4697;4698;7209;7210;7211;7212;7213;7214;8438;8439;10724;10725;25439;25440;25441;25442;26943;26944;26945;26946;28518;28519;28520;28521;29743;30859;32066;32067;32068;32069;32277;32278;34681;34682;35513;35514;37510;37511;37512;37513;37514,4697;7213;8438;10724;25440;26945;28519;29743;30859;32067;32278;34682;35513;37513,,,-1
Q8BMJ3;Q60872,Q8BMJ3;Q60872,3;2,3;2,3;2,"Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A",Eif1ax;Eif1a,"sp|Q8BMJ3|IF1AX_MOUSE Eukaryotic translation initiation factor 1A, X-chromosomal OS=Mus musculus OX=10090 GN=Eif1ax PE=2 SV=3;sp|Q60872|IF1A_MOUSE Eukaryotic translation initiation factor 1A OS=Mus musculus OX=10090 GN=Eif1a PE=2 SV=3",2,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,27.8,27.8,27.8,16.46,144,144;144,1,15,0,115.3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.1,18.1,18.1,27.8,27.8,27.8,88123000,1034100,1257000,1259500,32659000,24721000,27192000,726830,476880,445540,1334600,819400,1112800,2,2,2,3,3,3,15,,,,1442,886;1938;10983,True;True;True,918;2009;11480,3535;3536;3537;3538;3539;3540;7784;7785;7786;7787;7788;7789;47052;47053;47054,2764;2765;2766;2767;2768;2769;6084;6085;6086;6087;6088;6089;37256;37257;37258,2766;6087;37258,,,-1;-1
Q8BMK0,Q8BMK0,8,8,8,Centrosomal protein of 85 kDa,Cep85,sp|Q8BMK0|CEP85_MOUSE Centrosomal protein of 85 kDa OS=Mus musculus OX=10090 GN=Cep85 PE=1 SV=2,1,8,8,8,0,0,1,8,7,6,0,0,1,8,7,6,0,0,1,8,7,6,16.3,16.3,16.3,85.339,761,761,1,22,0,16.006,,,By matching,By MS/MS,By MS/MS,By MS/MS,0,0,1.3,16.3,12.7,11.7,86087000,0,0,18393,13994000,22898000,49177000,0,0,0,2104600,1523000,1923400,0,0,0,8,3,4,15,,,,1443,632;1745;4861;5075;5129;6391;7689;8317,True;True;True;True;True;True;True;True,658;1810;5047;5272;5327;6638;8047;8690,2514;2515;2516;7025;7026;20281;21296;21297;21298;21532;21533;21534;26934;26935;26936;32810;32811;32812;35387;35388;35389;35390,1957;1958;1959;5480;16090;16844;17004;21246;21247;25921;25922;25923;27748;27749;27750,1959;5480;16090;16844;17004;21247;25922;27749,,,-1
Q8BMK4,Q8BMK4,2,2,2,Cytoskeleton-associated protein 4,Ckap4,sp|Q8BMK4|CKAP4_MOUSE Cytoskeleton-associated protein 4 OS=Mus musculus OX=10090 GN=Ckap4 PE=1 SV=2,1,2,2,2,0,2,2,2,1,1,0,2,2,2,1,1,0,2,2,2,1,1,6.6,6.6,6.6,63.691,575,575,1,8,0,4.3925,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,6.6,6.6,6.6,2.4,2.4,8366200,0,319550,346650,2652700,2868900,2178400,0,212230,191690,150340,0,0,0,1,1,2,1,1,6,,,,1444,2054;2985,True;True,2129;3090,8222;8223;8224;8225;8226;11974;11975;11976,6405;6406;6407;6408;9400;9401,6408;9401,,,-1
Q8BML9,Q8BML9,6,6,6,,Qars,sp|Q8BML9|SYQ_MOUSE Glutamine--tRNA ligase OS=Mus musculus OX=10090 GN=Qars1 PE=1 SV=1,1,6,6,6,3,6,6,3,5,6,3,6,6,3,5,6,3,6,6,3,5,6,8.9,8.9,8.9,87.676,775,775,1,29,0,9.1674,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.3,8.9,8.9,4.6,7.6,8.9,38985000,315760,2669200,3556900,5043400,15454000,11946000,459710,717050,814440,397200,583380,392720,0,6,5,3,3,3,20,,,,1445,2147;3784;3844;5495;7775;8671,True;True;True;True;True;True,2227;3926;3987;5701;8136;9059,8591;8592;8593;8594;15435;15436;15437;15438;15439;15688;15689;15690;15691;15692;23072;23073;23074;23075;33188;33189;33190;33191;33192;36880;36881;36882;36883;36884;36885,6687;6688;6689;12198;12199;12200;12398;12399;12400;12401;12402;12403;18181;18182;18183;18184;26204;26205;28792;28793,6689;12200;12400;18183;26205;28792,,,-1
Q8BMP6,Q8BMP6,4,4,4,Golgi resident protein GCP60,Acbd3,sp|Q8BMP6|GCP60_MOUSE Golgi resident protein GCP60 OS=Mus musculus OX=10090 GN=Acbd3 PE=1 SV=3,1,4,4,4,1,1,1,3,2,4,1,1,1,3,2,4,1,1,1,3,2,4,9.9,9.9,9.9,60.18,525,525,1,12,0,9.6429,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.7,1.7,1.7,6.3,5.3,9.9,10818000,63700,107380,116750,5191000,925140,4413800,0,0,0,228750,0,157660,0,0,0,2,1,4,7,,,,1446,186;2334;7108;8418,True;True;True;True,192;2421;7441;8794,739;740;741;742;743;9290;9291;9292;30368;30369;35808;35809,581;582;7249;7250;24109;28038;28039,581;7250;24109;28039,,,-1
Q8BMS1,Q8BMS1,7,7,7,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",Hadha,"sp|Q8BMS1|ECHA_MOUSE Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Hadha PE=1 SV=1",1,7,7,7,0,1,2,7,6,5,0,1,2,7,6,5,0,1,2,7,6,5,15.1,15.1,15.1,82.669,763,763,1,22,0,210.5,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,1.3,3.5,15.1,10.4,8.5,55835000,0,0,585550,17814000,21281000,16155000,0,0,243880,478440,506010,465030,0,1,1,6,7,5,20,,,,1447,96;234;1008;1310;2414;5057;9012,True;True;True;True;True;True;True,99;242;1046;1355;2503;5253;9412,373;374;375;376;929;930;931;932;4026;4027;4028;5177;5178;5179;9603;9604;9605;9606;9607;21229;38266;38267,298;299;723;724;725;726;3156;3157;3158;4031;4032;4033;7522;7523;7524;7525;7526;16788;29869;29870,298;725;3157;4032;7525;16788;29869,,,-1
Q8BMZ5,Q8BMZ5,2,2,2,tRNA-splicing endonuclease subunit Sen34,Tsen34,sp|Q8BMZ5|SEN34_MOUSE tRNA-splicing endonuclease subunit Sen34 OS=Mus musculus OX=10090 GN=Tsen34 PE=2 SV=2,1,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,8.5,8.5,8.5,34.196,316,316,1,6,0,4.6123,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,8.5,8.5,8.5,17501000,0,0,0,6141900,4168400,7191000,0,0,0,290830,219240,285230,0,0,0,1,1,2,4,,,,1448,2411;5781,True;True,2500;6002,9590;9591;9592;24305;24306;24307,7513;19175;19176;19177,7513;19176,,,-1
Q8BN78,Q8BN78,1,1,1,Transcriptional regulator Kaiso,Zbtb33,sp|Q8BN78|KAISO_MOUSE Transcriptional regulator Kaiso OS=Mus musculus OX=10090 GN=Zbtb33 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.8,1.8,1.8,74.049,671,671,1,12,0.0071656,1.7128,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.8,1.8,1.8,1.8,1.8,1.8,49953000,8809300,10243000,11958000,7858900,4018400,7065800,0,0,0,0,0,0,1,2,0,0,0,0,3,,,,1449,938,TRUE,974,3752;3753;3754;3755;3756;3757;3758;3759;3760;3761;3762;3763,2947;2948;2949,2948,,,-1
Q8BNU0,Q8BNU0,3,3,3,Armadillo repeat-containing protein 6,Armc6,sp|Q8BNU0|ARMC6_MOUSE Armadillo repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Armc6 PE=1 SV=1,1,3,3,3,0,1,0,3,3,3,0,1,0,3,3,3,0,1,0,3,3,3,12.8,12.8,12.8,50.683,468,468,1,10,0,9.5678,,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,0,2.1,0,12.8,12.8,12.8,20191000,0,0,0,5064900,6517600,8608600,0,0,0,265510,265840,346680,0,1,0,4,2,4,11,,,,1450,267;6462;10867,True;True;True,275;6714;11362,1071;1072;1073;27228;27229;27230;27231;46550;46551;46552,840;841;842;21466;21467;21468;21469;36901;36902;36903;36904,842;21468;36903,,,-1
Q8BP00,Q8BP00,1,1,1,IQ calmodulin-binding motif-containing protein 1,Iqcb1,sp|Q8BP00|IQCB1_MOUSE IQ calmodulin-binding motif-containing protein 1 OS=Mus musculus OX=10090 GN=Iqcb1 PE=1 SV=2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,2,2,68.733,598,598,1,5,0,4.6167,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,2,2,2,2,2,2299100,0,216120,115240,494930,619290,853510,0,0,0,0,0,0,0,1,1,2,1,1,6,,,,1451,9104,TRUE,9513,38612;38613;38614;38615;38616,30139;30140;30141;30142;30143;30144,30144,,,-1
Q8BP27,Q8BP27,2,2,2,Swi5-dependent recombination DNA repair protein 1 homolog,Sfr1,sp|Q8BP27|SFR1_MOUSE Swi5-dependent recombination DNA repair protein 1 homolog OS=Mus musculus OX=10090 GN=Sfr1 PE=1 SV=2,1,2,2,2,1,0,0,2,2,2,1,0,0,2,2,2,1,0,0,2,2,2,7.8,7.8,7.8,35.182,319,319,1,7,0,4.5244,By matching,,,By MS/MS,By MS/MS,By MS/MS,3.4,0,0,7.8,7.8,7.8,18866000,14612,0,0,5760500,8187300,4903600,0,0,0,381250,515580,306650,0,0,0,1,2,1,4,,,,1452,4280;8055,True;True,4439;8424,17625;17626;17627;34290;34291;34292;34293,13990;13991;13992;26989,13990;26989,,,-1
Q8BP47,Q8BP47,6,6,6,"Asparagine--tRNA ligase, cytoplasmic",Nars,"sp|Q8BP47|SYNC_MOUSE Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=NARS1 PE=1 SV=2",1,6,6,6,3,5,6,4,5,6,3,5,6,4,5,6,3,5,6,4,5,6,11.1,11.1,11.1,64.279,559,559,1,31,0,17.389,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.7,9.7,11.1,8.9,9.8,11.1,72660000,928380,5269000,4767700,8178200,27746000,25771000,1294600,1765200,1314900,849100,1071500,786300,1,5,4,3,4,4,21,,,,1453,481;1654;2001;4578;4813;10306,True;True;True;True;True;True,498;499;1715;2076;4754;4999;10773,1914;1915;1916;1917;1918;6615;6616;6617;6618;6619;8034;8035;8036;8037;8038;19060;19061;19062;19063;19064;20106;20107;20108;20109;20110;20111;44091;44092;44093;44094;44095,1495;1496;1497;5159;5160;5161;5162;6264;15165;15166;15167;15168;15169;15949;15950;15951;35013;35014;35015;35016;35017,1496;5162;6264;15168;15951;35015,600,45,-1
Q8BP48,Q8BP48,1,1,1,Methionine aminopeptidase 1,Metap1,sp|Q8BP48|MAP11_MOUSE Methionine aminopeptidase 1 OS=Mus musculus OX=10090 GN=Metap1 PE=1 SV=1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,3.4,3.4,3.4,43.221,386,386,1,4,0.0012853,2.1782,,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,0,3.4,0,3.4,3.4,3.4,11565000,0,356280,0,3193700,3596900,4418200,0,0,0,0,0,0,0,1,0,1,1,1,4,,,,1454,5680,TRUE,5897,23833;23834;23835;23836,18795;18796;18797;18798,18797,,,-1
Q8BP67,Q8BP67,2,2,2,60S ribosomal protein L24,Rpl24,sp|Q8BP67|RL24_MOUSE 60S ribosomal protein L24 OS=Mus musculus OX=10090 GN=Rpl24 PE=1 SV=2,1,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,10.8,10.8,10.8,17.779,157,157,1,7,0,4.1762,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,5.7,10.8,10.8,10.8,14304000,0,0,291930,3657400,4313800,6040700,0,0,0,476670,423010,477000,0,0,0,2,2,2,6,,,,1455,7812;10325,True;True,8173;10792,33335;33336;33337;33338;44165;44166;44167,26303;26304;26305;35077;35078;35079,26303;35078,,,-1
Q8BP71;Q9JJ43;Q8BIF2,Q8BP71;Q9JJ43;Q8BIF2,2;2;1,2;2;1,2;2;1,RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog 1;RNA binding protein fox-1 homolog 3,Rbfox2;Rbfox1;Rbfox3,sp|Q8BP71|RFOX2_MOUSE RNA binding protein fox-1 homolog 2 OS=Mus musculus OX=10090 GN=Rbfox2 PE=1 SV=2;sp|Q9JJ43|RFOX1_MOUSE RNA binding protein fox-1 homolog 1 OS=Mus musculus OX=10090 GN=Rbfox1 PE=1 SV=3;sp|Q8BIF2|RFOX3_MOUSE RNA binding protein fox-1 ho,3,2,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,5.6,5.6,5.6,47.33,449,449;396;374,1,5,0,11.608,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,3.3,5.6,5.6,7730000,0,0,0,1631200,2528200,3570600,0,0,0,0,0,0,0,0,0,0,3,1,4,,,,1456,2945;8364,True;True,3047;8738,11806;11807;11808;35590;35591,9265;9266;9267;27886;27887,9267;27887,,,-1;-1;-1
Q8BP92,Q8BP92,2,2,2,Reticulocalbin-2,Rcn2,sp|Q8BP92|RCN2_MOUSE Reticulocalbin-2 OS=Mus musculus OX=10090 GN=Rcn2 PE=1 SV=1,1,2,2,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,5.6,5.6,5.6,37.27,320,320,1,3,0,6.4378,,,,By MS/MS,,By MS/MS,0,0,0,5.6,0,5.6,6563800,0,0,0,1556900,0,5007000,0,0,0,0,0,0,0,0,0,1,0,2,3,,,,1457,8161;8162,True;True,8532;8533,34737;34738;34739,27287;27288;27289,27287;27289,,,-1
Q921Y0;Q8BPB0,Q921Y0;Q8BPB0,2;2,2;2,2;2,MOB kinase activator 1A;MOB kinase activator 1B,Mob1a;Mob1b,sp|Q921Y0|MOB1A_MOUSE MOB kinase activator 1A OS=Mus musculus OX=10090 GN=Mob1a PE=2 SV=3;sp|Q8BPB0|MOB1B_MOUSE MOB kinase activator 1B OS=Mus musculus OX=10090 GN=Mob1b PE=1 SV=3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,25.079,216,216;216,1,12,0,5.4973,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12,12,12,12,12,12,12937000,290370,851120,826250,3457900,4701900,2809600,402440,560380,493030,311300,335510,0,1,2,2,3,3,2,13,,,,1458,3491;5168,True;True,3615;5368,14093;14094;14095;14096;14097;14098;21686;21687;21688;21689;21690;21691,11112;11113;11114;11115;11116;11117;17119;17120;17121;17122;17123;17124;17125,11115;17124,,,-1;-1
Q8BPI1,Q8BPI1,1,1,1,Protein kintoun,Dnaaf2,sp|Q8BPI1|KTU_MOUSE Protein kintoun OS=Mus musculus OX=10090 GN=Dnaaf2 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2.6,2.6,2.6,88.326,814,814,1,3,0.00044964,2.4841,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,2.6,2.6,2.6,11537000,0,0,0,3683200,3682900,4171000,0,0,0,0,0,0,0,0,0,2,1,1,4,,,,1459,2116,TRUE,2194,8468;8469;8470,6587;6588;6589;6590,6587,,,-1
Q8BPY9,Q8BPY9,2,1,1,Fidgetin-like protein 1,Fignl1,sp|Q8BPY9|FIGL1_MOUSE Fidgetin-like protein 1 OS=Mus musculus OX=10090 GN=Fignl1 PE=1 SV=1,1,2,1,1,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,5.9,4.1,4.1,74.85,683,683,1,3,0,3.2513,,,,By matching,By MS/MS,By matching,0,0,0,5.9,5.9,5.9,19289000,0,0,0,7711100,5538200,6039700,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1460,3066;8984,False;True,3173;9381,12355;12356;12357;38133;38134;38135,9713;9714;9715;29766,9714;29766,,,-1
Q8BQ30,Q8BQ30,7,7,7,Phostensin,Ppp1r18,sp|Q8BQ30|PPR18_MOUSE Phostensin OS=Mus musculus OX=10090 GN=Ppp1r18 PE=1 SV=1,1,7,7,7,0,1,0,6,5,6,0,1,0,6,5,6,0,1,0,6,5,6,15.8,15.8,15.8,65.629,594,594,1,19,0,15.322,,By matching,,By MS/MS,By MS/MS,By MS/MS,0,1.9,0,13.6,11.6,13,31470000,0,17045,0,12647000,9326600,9479200,0,0,0,382570,382210,304080,0,0,0,6,4,6,16,,,,1461,248;2212;5259;6669;8013;8412;8515,True;True;True;True;True;True;True,256;2295;5461;6926;8381;8787;8893,989;990;991;8828;8829;8830;22061;22062;28137;28138;28139;28140;34142;34143;35785;36180;36181;36182;36183,775;776;777;6865;17408;17409;22146;22147;22148;26879;28023;28302;28303;28304;28305;28306,776;6865;17409;22147;26879;28023;28303,,,-1
Q8BQ47,Q8BQ47,1,1,1,Protein canopy homolog 4,Cnpy4,sp|Q8BQ47|CNPY4_MOUSE Protein canopy homolog 4 OS=Mus musculus OX=10090 GN=Cnpy4 PE=1 SV=1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,6.5,6.5,6.5,28.093,245,245,1,3,0.00089166,2.4261,By matching,,,By MS/MS,By MS/MS,,6.5,0,0,6.5,6.5,0,3231100,37483,0,0,1893600,1300000,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1462,9224,TRUE,9637,39055;39056;39057,30494;30495,30495,,,-1
Q8BQ89,Q8BQ89,3,3,3,LIX1-like protein,Lix1l,sp|Q8BQ89|LIX1L_MOUSE LIX1-like protein OS=Mus musculus OX=10090 GN=Lix1l PE=2 SV=2,1,3,3,3,0,0,0,2,0,3,0,0,0,2,0,3,0,0,0,2,0,3,11,11,11,36.605,337,337,1,5,0,22.909,,,,By MS/MS,,By MS/MS,0,0,0,6.8,0,11,8949900,0,0,0,3498500,0,5451400,0,0,0,0,0,0,0,0,0,2,0,2,4,,,,1463,1807;7703;10714,True;True;True,1876;8061;11206,7274;7275;32859;32860;45978,5686;25962;25963;36458,5686;25962;36458,,,-1
Q8BQM4,Q8BQM4,3,3,3,HEAT repeat-containing protein 3,Heatr3,sp|Q8BQM4|HEAT3_MOUSE HEAT repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Heatr3 PE=1 SV=1,1,3,3,3,0,1,0,2,3,3,0,1,0,2,3,3,0,1,0,2,3,3,3.7,3.7,3.7,74.305,679,679,1,9,0,7.9101,,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,0,1.6,0,3.5,3.7,3.7,9224000,0,38197,0,1240000,4231700,3714100,0,0,0,101410,164860,120560,0,0,0,2,3,2,7,,,,1464,1068;5793;8359,True;True;True,1108;6014;8732,4256;4257;4258;4259;24347;24348;24349;35568;35569,3330;3331;3332;19205;19206;19207;27870,3332;19205;27870,601,124,-1
Q8BQT2,Q8BQT2,1,1,1,Protein FAM69C,Fam69c,sp|Q8BQT2|DIK1C_MOUSE Divergent protein kinase domain 1C OS=Mus musculus OX=10090 GN=Dipk1c PE=2 SV=2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,4.4,4.4,4.4,45.975,410,410,1,5,0.0013026,2.2627,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,4.4,4.4,4.4,4.4,0,4.4,8176100,646100,2643800,3945700,378430,0,562030,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1465,8151,TRUE,8521,34705;34706;34707;34708;34709,27262,27262,,,-1
Q8BQZ4,Q8BQZ4,1,1,1,Ral GTPase-activating protein subunit beta,Ralgapb,sp|Q8BQZ4|RLGPB_MOUSE Ral GTPase-activating protein subunit beta OS=Mus musculus OX=10090 GN=Ralgapb PE=1 SV=2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.3,1.3,1.3,165.2,1484,1484,1,1,0.00088535,2.3838,,,,,By MS/MS,,0,0,0,0,1.3,0,448600,0,0,0,0,448600,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1466,9272,TRUE,9687,39253,30669,30669,,,-1
Q8BR90,Q8BR90,1,1,1,UPF0600 protein C5orf51 homolog,,sp|Q8BR90|CE051_MOUSE UPF0600 protein C5orf51 homolog OS=Mus musculus OX=10090 PE=1 SV=1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,9.9,9.9,9.9,33.471,294,294,1,4,0,2.7613,By matching,,,By matching,By matching,By MS/MS,9.9,0,0,9.9,9.9,9.9,9034900,195840,0,0,2972100,2622600,3244500,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1467,8552,TRUE,8931,36301;36302;36303;36304,28384,28384,,,-1
