Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q9DCF9,Q9DCF9,1,1,1,Translocon-associated protein subunit gamma,Ssr3,sp|Q9DCF9|SSRG_MOUSE Translocon-associated protein subunit gamma OS=Mus musculus OX=10090 GN=Ssr3 PE=1 SV=1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,7.6,7.6,7.6,21.064,185,185,1,5,0,26.797,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,7.6,7.6,0,7.6,7.6,7.6,10428000,1237300,822580,0,2925900,2465900,2976000,0,0,0,0,0,0,1,1,0,1,1,1,5,,,,2103,7683,TRUE,8083,40018;40019;40020;40021;40022,30240;30241;30242;30243;30244,30242,,,10090
Q9DCG9,Q9DCG9,1,1,1,Multifunctional methyltransferase subunit TRM112-like protein,Trmt112,sp|Q9DCG9|TR112_MOUSE Multifunctional methyltransferase subunit TRM112-like protein OS=Mus musculus OX=10090 GN=Trmt112 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.4,10.4,10.4,14.141,125,125,1,6,0,9.7332,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.4,10.4,10.4,10.4,10.4,10.4,16281000,1575400,0,0,0,14706000,0,0,0,0,0,0,0,1,1,1,1,1,1,6,,,,2104,4270,TRUE,4461,21464;21465;21466;21467;21468;21469,16303;16304;16305;16306;16307;16308,16307,,,10090
Q9DCH4,Q9DCH4,4,4,4,Eukaryotic translation initiation factor 3 subunit F,Eif3f,sp|Q9DCH4|EIF3F_MOUSE Eukaryotic translation initiation factor 3 subunit F OS=Mus musculus OX=10090 GN=Eif3f PE=1 SV=2,1,4,4,4,2,3,2,3,4,3,2,3,2,3,4,3,2,3,2,3,4,3,19.1,19.1,19.1,37.984,361,361,1,17,0,21.97,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.7,13.9,9.7,13.9,19.1,13.9,138100000,6821900,8493800,5804100,36485000,39673000,40820000,3229300,3185100,4082700,4164900,5229100,3789500,1,3,2,3,4,3,16,,,,2105,1398;4329;5664;10050,True;True;True;True,1467;4524;5923;10559,6743;6744;6745;6746;6747;6748;21952;29215;29216;29217;29218;52298;52299;52300;52301;52302;52303,5118;5119;5120;5121;5122;16729;22160;22161;22162;22163;39786;39787;39788;39789;39790;39791,5122;16729;22162;39791,,,10090
Q9DCL9,Q9DCL9,10,10,10,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,Paics,sp|Q9DCL9|PUR6_MOUSE Multifunctional protein ADE2 OS=Mus musculus OX=10090 GN=Paics PE=1 SV=4,1,10,10,10,8,8,8,9,10,9,8,8,8,9,10,9,8,8,8,9,10,9,27.5,27.5,27.5,47.006,425,425,1,60,0,152.93,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,22.8,25.2,22.8,27.5,27.5,27.5,131770000,10083000,11459000,6500000,32893000,27731000,43102000,2209700,2613500,2351900,2165300,1924600,2198300,6,8,7,7,10,10,48,,,,2106,703;747;1640;2099;3872;4091;4973;7963;9352;10461,True;True;True;True;True;True;True;True;True;True,740;789;1718;2194;4043;4267;5200;8372;9833;10996,3416;3417;3418;3419;3420;3421;3648;3649;3650;3651;3652;3653;3654;7986;7987;7988;7989;7990;7991;10203;19323;19324;19325;19326;19327;19328;19329;20499;20500;20501;20502;25495;25496;25497;25498;25499;25500;41463;41464;41465;41466;41467;48737;48738;48739;48740;48741;48742;54511;54512;54513;54514;54515;54516;54517;54518;54519;54520;54521;54522,2610;2611;2612;2613;2614;2615;2780;2781;2782;2783;2784;2785;6083;6084;6085;6086;6087;6088;7657;14691;14692;14693;14694;14695;14696;15648;15649;15650;15651;19372;19373;19374;19375;19376;19377;31234;31235;37049;41434;41435;41436;41437;41438;41439;41440;41441;41442;41443,2613;2785;6086;7657;14696;15650;19376;31235;37049;41440,,,10090
Q9DCM7,Q9DCM7,1,1,1,Nucleus accumbens-associated protein 2,Nacc2,sp|Q9DCM7|NACC2_MOUSE Nucleus accumbens-associated protein 2 OS=Mus musculus OX=10090 GN=Nacc2 PE=2 SV=1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,3.1,3.1,3.1,63.218,586,586,1,2,1,-2,,,,By MS/MS,,By MS/MS,0,0,0,3.1,0,3.1,43495000,0,0,0,16058000,0,27436000,0,0,0,0,0,0,0,0,0,1,0,0,1,+,,,2107,3344,TRUE,3487,16445;16446,12435,12435,792;793,175;177,10090
Q9DCN2,Q9DCN2,5,5,5,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,Cyb5r3,sp|Q9DCN2|NB5R3_MOUSE NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,1,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,18.9,18.9,18.9,34.127,301,301,1,29,0,25.929,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.9,18.9,10,18.9,18.9,18.9,93161000,8867200,10221000,4531900,20168000,24183000,25190000,3087700,3051800,2465800,1677200,2135100,1621200,4,6,4,6,6,6,32,,,,2108,3832;3947;5684;5685;10534,True;True;True;True;True,4000;4118;5943;5944;11070,19080;19081;19082;19083;19084;19678;19679;19680;19681;19682;19683;29313;29314;29315;29316;29317;29318;29319;29320;29321;29322;29323;29324;54900;54901;54902;54903;54904;54905,14493;14494;14495;14496;14497;14498;14499;14500;14501;14975;14976;14977;14978;14979;14980;22226;22227;22228;22229;22230;22231;22232;22233;22234;22235;22236;22237;41739;41740;41741;41742;41743;41744,14499;14976;22228;22235;41742,,,10090
Q9DCR2,Q9DCR2,2,2,2,AP-3 complex subunit sigma-1,Ap3s1,sp|Q9DCR2|AP3S1_MOUSE AP-3 complex subunit sigma-1 OS=Mus musculus OX=10090 GN=Ap3s1 PE=1 SV=2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11.9,11.9,11.9,21.732,193,193,1,12,0,16.814,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.9,11.9,11.9,11.9,11.9,11.9,12014000,1637000,1482200,836950,3760300,3090900,1207100,823970,658400,619460,555370,465420,0,2,2,1,2,2,2,11,,,,2109,2021;2664,True;True,2114;2778,9832;9833;9834;9835;9836;9837;13050;13051;13052;13053;13054;13055,7404;7405;7406;7407;7408;9796;9797;9798;9799;9800;9801,7404;9799,,,10090
Q9DCT1,Q9DCT1,1,1,1,"1,5-anhydro-D-fructose reductase",Akr1e2,"sp|Q9DCT1|AKCL2_MOUSE 1,5-anhydro-D-fructose reductase OS=Mus musculus OX=10090 GN=Akr1e2 PE=1 SV=1",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2.7,2.7,2.7,34.46,301,301,1,5,0.0028275,2.192,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.7,0,2.7,2.7,2.7,2.7,876020,82413,0,64027,356990,372600,0,0,0,0,0,0,0,1,0,1,1,1,1,5,,,,2110,5276,TRUE,5516,27171;27172;27173;27174;27175,20610;20611;20612;20613;20614,20612,,,10090
Q9DCT8,Q9DCT8,1,1,1,Cysteine-rich protein 2,Crip2,sp|Q9DCT8|CRIP2_MOUSE Cysteine-rich protein 2 OS=Mus musculus OX=10090 GN=Crip2 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15.4,15.4,15.4,22.727,208,208,1,6,0,24.014,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,15.4,15.4,15.4,15.4,15.4,15.4,190810000,11629000,10600000,9334300,55013000,37784000,66446000,0,0,0,0,0,0,2,1,1,3,2,1,10,,,,2111,3258,TRUE,3399,16005;16006;16007;16008;16009;16010,12071;12072;12073;12074;12075;12076;12077;12078;12079;12080,12071,,,10090
Q9DCU6,Q9DCU6,2,2,2,"39S ribosomal protein L4, mitochondrial",Mrpl4,"sp|Q9DCU6|RM04_MOUSE 39S ribosomal protein L4, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl4 PE=1 SV=1",1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,11.6,11.6,11.6,33.073,294,294,1,9,0,6.5882,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.6,11.6,5.4,5.4,5.4,11.6,9908600,413960,1262900,567940,2305500,2071800,3286600,0,730130,0,0,0,463480,2,2,1,1,1,1,8,,,,2112,3749;3981,True;True,3914;4153,18608;18609;18610;19874;19875;19876;19877;19878;19879,14129;14130;15137;15138;15139;15140;15141;15142,14130;15141,,,10090
Q9DCW4,Q9DCW4,10,10,10,Electron transfer flavoprotein subunit beta,Etfb,sp|Q9DCW4|ETFB_MOUSE Electron transfer flavoprotein subunit beta OS=Mus musculus OX=10090 GN=Etfb PE=1 SV=3,1,10,10,10,9,9,9,9,10,9,9,9,9,9,10,9,9,9,9,9,10,9,42.4,42.4,42.4,27.623,255,255,1,57,0,23.432,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,38.8,38.8,38.8,38.8,42.4,38.8,115010000,6559100,10276000,6227600,24272000,30812000,36862000,1501900,2334200,2060400,1607800,2159600,1831900,2,5,4,7,6,5,29,,,,2113,200;1605;1691;2908;5805;6123;8239;8297;10429;10684,True;True;True;True;True;True;True;True;True;True,211;1681;1774;3030;6071;6405;8660;8722;10963;11222,986;987;988;989;990;991;7806;7807;7808;7809;7810;7811;8254;8255;8256;8257;8258;8259;14243;14244;14245;14246;14247;14248;14249;14250;29989;29990;29991;29992;29993;29994;31573;31574;31575;31576;31577;31578;42879;42880;42881;42882;42883;42884;43207;43208;43209;43210;43211;43212;54343;54344;54345;54346;54347;54348;55595,781;5934;5935;5936;6262;6263;6264;6265;10721;10722;10723;22729;22730;23858;32181;32424;32425;32426;32427;32428;41306;41307;41308;41309;41310;41311;41312;41313;42261,781;5934;6265;10722;22730;23858;32181;32425;41311;42261,,,10090
Q9DD18,Q9DD18,1,1,1,D-tyrosyl-tRNA(Tyr) deacylase 1,Dtd1,sp|Q9DD18|DTD1_MOUSE D-aminoacyl-tRNA deacylase 1 OS=Mus musculus OX=10090 GN=Dtd1 PE=1 SV=2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.2,7.2,7.2,23.384,209,209,1,6,0.001003,2.5959,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.2,7.2,7.2,7.2,7.2,7.2,18567000,1927500,1731800,807230,4271900,4430100,5397900,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,2114,740,TRUE,779,3601;3602;3603;3604;3605;3606,2748,2748,,,10090
Q9EPC1,Q9EPC1,2,2,2,Alpha-parvin,Parva,sp|Q9EPC1|PARVA_MOUSE Alpha-parvin OS=Mus musculus OX=10090 GN=Parva PE=1 SV=1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,8.1,8.1,8.1,42.329,372,372,1,9,0,6.611,By matching,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,3.8,8.1,8.1,8.1,3.8,3.8,4700700,613380,378720,245450,1367800,1013500,1081900,0,0,0,0,0,0,0,1,1,1,0,1,4,,,,2115,7535;10179,True;True,7933;10700,39299;39300;39301;53052;53053;53054;53055;53056;53057,29775;29776;29777;40364,29777;40364,,,10090
Q9EPK7,Q9EPK7,4,4,4,Exportin-7,Xpo7,sp|Q9EPK7|XPO7_MOUSE Exportin-7 OS=Mus musculus OX=10090 GN=Xpo7 PE=1 SV=3,1,4,4,4,2,0,1,4,2,2,2,0,1,4,2,2,2,0,1,4,2,2,3.6,3.6,3.6,123.81,1087,1087,1,11,0,6.9368,By MS/MS,,By matching,By MS/MS,By matching,By MS/MS,1.8,0,1,3.6,1.8,1.7,4929900,445540,0,64264,2149800,972050,1298300,0,0,0,0,0,0,1,0,0,3,0,1,5,,,,2116,2425;5455;6016;9485,True;True;True;True,2533;5705;6289;9971,11855;11856;11857;11858;28138;28139;28140;31031;31032;49411;49412,8906;21325;21326;23460;37561,8906;21326;23460;37561,,,10090
Q9EPL8,Q9EPL8,11,11,11,Importin-7,Ipo7,sp|Q9EPL8|IPO7_MOUSE Importin-7 OS=Mus musculus OX=10090 GN=Ipo7 PE=1 SV=2,1,11,11,11,9,11,9,10,8,9,9,11,9,10,8,9,9,11,9,10,8,9,10.2,10.2,10.2,119.49,1038,1038,1,56,0,64.533,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.3,10.2,9.3,9.4,7.4,9.4,115150000,11200000,10730000,4556800,32888000,21723000,34047000,2828800,2402400,1655500,2267500,1896500,2115700,7,10,5,6,6,7,41,,,,2117,306;358;953;2019;2361;4826;5045;5046;7358;7607;10552,True;True;True;True;True;True;True;True;True;True;True,322;377;1003;2112;2464;5047;5273;5274;7750;8005;11088,1506;1507;1508;1509;1510;1511;1754;1755;1756;1757;1758;4691;4692;4693;4694;4695;9823;9824;9825;9826;9827;9828;11527;11528;11529;11530;11531;11532;24702;24703;24704;24705;24706;24707;25827;25828;25829;25830;25831;25832;25833;25834;25835;25836;38355;38356;38357;38358;38359;38360;39668;39669;39670;39671;39672;54973,1165;1166;1167;1168;1169;1170;1361;1362;3625;3626;3627;3628;7395;7396;7397;7398;7399;7400;8656;8657;8658;18834;19609;19610;19611;19612;19613;19614;19615;19616;19617;19618;29129;29130;29131;29132;30038;30039;30040;30041;30042;41786,1169;1361;3628;7396;8657;18834;19610;19616;29130;30041;41786,,,10090
Q9EPN1,Q9EPN1,2,2,2,Neurobeachin,Nbea,sp|Q9EPN1|NBEA_MOUSE Neurobeachin OS=Mus musculus OX=10090 GN=Nbea PE=1 SV=1,1,2,2,2,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,326.74,2936,2936,1,4,0.0032377,2.0579,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,,0.5,0,0.5,0.5,0.5,0,202170,125920,0,76256,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,,,,2118,2362;4029,True;True,2465;4203,11533;11534;20159;20160,8659;15373;15374,8659;15374,,,10090
Q9EPU0;Q6ZQJ5,Q9EPU0,17;1,17;1,17;1,Regulator of nonsense transcripts 1,Upf1,sp|Q9EPU0|RENT1_MOUSE Regulator of nonsense transcripts 1 OS=Mus musculus OX=10090 GN=Upf1 PE=1 SV=2,2,17,17,17,14,14,14,15,14,13,14,14,14,15,14,13,14,14,14,15,14,13,22,22,22,123.97,1124,1124;1062,1,88,0,69.259,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.3,17.7,16.9,19.9,17.3,17.1,163600000,12768000,13806000,7225000,41594000,38267000,49940000,1776200,1756200,1548200,1318000,1470200,1385900,13,11,10,12,11,14,71,,,,2119,196;503;537;1369;1880;2904;3058;4317;4954;5775;6289;6579;7898;8080;8871;9187;10778,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,207;529;569;1436;1970;3026;3186;4512;5178;6039;6579;6876;8305;8491;9325;9658;11318,969;970;971;972;973;974;2430;2431;2432;2433;2434;2435;2601;6607;6608;6609;6610;6611;6612;9173;9174;9175;9176;14225;14226;14227;14228;14971;14972;14973;14974;14975;21894;21895;25401;25402;25403;25404;25405;29828;29829;29830;29831;29832;29833;32419;32420;32421;33874;33875;33876;33877;33878;33879;33880;33881;33882;33883;41104;41105;41106;41107;41108;41109;42054;42055;42056;42057;42058;42059;45901;45902;45903;45904;45905;45906;47714;47715;47716;47717;47718;47719;56185;56186;56187;56188;56189;56190,763;764;765;766;767;768;769;1864;1865;1866;1986;5021;6926;6927;6928;6929;6930;10703;10704;10705;10706;11268;11269;11270;11271;16685;16686;19308;19309;19310;19311;19312;22606;22607;22608;22609;22610;22611;24464;24465;24466;25465;25466;25467;25468;25469;25470;25471;30977;30978;30979;30980;30981;30982;31603;31604;31605;31606;31607;31608;34453;34454;34455;34456;34457;34458;36155;36156;36157;36158;42752;42753;42754;42755,766;1866;1986;5021;6929;10706;11271;16685;19311;22607;24465;25466;30978;31605;34455;36156;42752,,,10090;10090
Q9EPU4,Q9EPU4,4,4,4,Cleavage and polyadenylation specificity factor subunit 1,Cpsf1,sp|Q9EPU4|CPSF1_MOUSE Cleavage and polyadenylation specificity factor subunit 1 OS=Mus musculus OX=10090 GN=Cpsf1 PE=1 SV=1,1,4,4,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3.4,3.4,3.4,160.82,1441,1441,1,17,0,6.6269,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.2,2.2,1.7,2.2,2.8,2.2,7753700,578580,559230,265380,2145700,1300500,2904300,294420,237500,259580,307160,254640,292420,3,2,0,3,2,2,12,,,,2120,3402;5291;10240;10810,True;True;True;True,3548;5531;10764;11355,16744;16745;16746;16747;27234;27235;27236;27237;27238;27239;53372;56400;56401;56402;56403;56404;56405,12675;12676;12677;12678;20663;20664;40603;42906;42907;42908;42909;42910,12677;20663;40603;42910,,,10090
Q9EQ61,Q9EQ61,3,3,3,Pescadillo homolog,Pes1,sp|Q9EQ61|PESC_MOUSE Pescadillo homolog OS=Mus musculus OX=10090 GN=Pes1 PE=1 SV=1,1,3,3,3,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,2,6,6,6,67.795,584,584,1,15,0,10.265,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.3,4.3,6,6,6,3.3,6595100,541370,536480,277590,2141300,1820500,1277800,211960,221840,153150,210010,204000,207710,1,2,1,2,2,1,9,,,,2121,4417;5239;10929,True;True;True,4615;4616;5478;11479,22434;22435;22436;22437;22438;26982;26983;26984;26985;57016;57017;57018;57019;57020;57021,17097;17098;17099;20487;43376;43377;43378;43379;43380;43381,17099;20487;43380,794,273,10090
Q9EQ80,Q9EQ80,3,3,3,NIF3-like protein 1,Nif3l1,sp|Q9EQ80|NIF3L_MOUSE NIF3-like protein 1 OS=Mus musculus OX=10090 GN=Nif3l1 PE=1 SV=4,1,3,3,3,2,2,2,1,1,3,2,2,2,1,1,3,2,2,2,1,1,3,11.2,11.2,11.2,41.745,376,376,1,11,0,4.8412,By MS/MS,By MS/MS,By matching,By matching,By matching,By MS/MS,7.7,7.7,7.7,4.8,4.8,11.2,7147100,450000,594020,265590,2076600,1561400,2199400,471490,0,0,0,0,391870,1,0,0,0,0,2,3,,,,2122,563;3239;9168,True;True;True,596;3377;9634,2717;2718;2719;2720;15908;47601;47602;47603;47604;47605;47606,2077;11992;36082,2077;11992;36082,,,10090
Q9EQF6,Q9EQF6,1,1,1,Dihydropyrimidinase-related protein 5,Dpysl5,sp|Q9EQF6|DPYL5_MOUSE Dihydropyrimidinase-related protein 5 OS=Mus musculus OX=10090 GN=Dpysl5 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,61.516,564,564,1,6,0,9.9046,By MS/MS,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,5,5,5,5,5,5,13730000,1243600,1290900,1041200,3578800,3205700,3369600,0,0,0,0,0,0,1,0,0,1,1,1,4,,,,2123,1377,TRUE,1444,6649;6650;6651;6652;6653;6654,5053;5054;5055;5056,5054,,,10090
Q9EQG9,Q9EQG9,1,1,1,Collagen type IV alpha-3-binding protein,Col4a3bp,sp|Q9EQG9|CERT_MOUSE Ceramide transfer protein OS=Mus musculus OX=10090 GN=Cert1 PE=1 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2.4,2.4,2.4,71.11,624,624,1,3,0,26.616,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,2.4,2.4,2.4,5924000,0,0,0,2020300,2118200,1785400,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,2124,1081,TRUE,1135,5245;5246;5247,4021;4022;4023,4021,,,10090
Q9EQH2,Q9EQH2,2,2,2,Endoplasmic reticulum aminopeptidase 1,Erap1,sp|Q9EQH2|ERAP1_MOUSE Endoplasmic reticulum aminopeptidase 1 OS=Mus musculus OX=10090 GN=Erap1 PE=1 SV=2,1,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,4.5,4.5,4.5,106.6,930,930,1,10,0,6.5595,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,4.5,4.5,4.5,0,4.5,4.5,5820000,561020,585070,304820,0,1975600,2393500,319610,312570,257900,0,327400,293530,2,2,1,0,2,1,8,,,,2125,3171;5937,True;True,3305;6205,15569;15570;15571;15572;15573;30609;30610;30611;30612;30613,11718;11719;11720;11721;23178;23179;23180;23181,11721;23181,,,10090
Q9EQH3,Q9EQH3,11,11,11,Vacuolar protein sorting-associated protein 35,Vps35,sp|Q9EQH3|VPS35_MOUSE Vacuolar protein sorting-associated protein 35 OS=Mus musculus OX=10090 GN=Vps35 PE=1 SV=1,1,11,11,11,10,8,7,10,10,11,10,8,7,10,10,11,10,8,7,10,10,11,17,17,17,91.712,796,796,1,58,0,137.55,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17,12.1,11.8,14.1,15.2,17,123560000,12895000,9661300,4575000,31205000,27357000,37862000,2743700,2319600,1695500,1954700,1991100,1683000,7,7,5,9,9,11,48,,,,2126,2592;3375;3376;4232;4320;5284;5285;5798;6083;7330;8335,True;True;True;True;True;True;True;True;True;True;True,2704;3521;3522;4414;4515;5524;5525;6064;6362;7721;8763,12687;12688;12689;12690;16596;16597;16598;16599;16600;16601;16602;16603;16604;16605;16606;16607;16608;16609;21219;21220;21221;21222;21223;21224;21906;21907;21908;21909;21910;27204;27205;27206;27207;27208;27209;27210;27211;27212;29964;29965;29966;29967;29968;31371;31372;31373;31374;31375;31376;38246;38247;38248;43410;43411;43412;43413;43414;43415,9517;9518;12543;12544;12545;12546;12547;12548;12549;12550;12551;16138;16139;16140;16141;16142;16143;16144;16692;16693;16694;20639;20640;20641;20642;20643;20644;20645;20646;22706;22707;22708;22709;22710;23693;23694;23695;23696;23697;23698;29058;29059;29060;32586;32587;32588;32589;32590;32591,9517;12546;12551;16142;16694;20639;20642;22708;23696;29059;32591,,,10090
Q9EQQ2,Q9EQQ2,1,1,1,Protein YIPF5,Yipf5,sp|Q9EQQ2|YIPF5_MOUSE Protein YIPF5 OS=Mus musculus OX=10090 GN=Yipf5 PE=1 SV=1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,3.5,3.5,3.5,27.873,257,257,1,5,0.000998,2.5457,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,3.5,3.5,0,3.5,3.5,3.5,5403000,0,790080,0,1521700,1195700,1895600,0,0,0,0,0,0,1,1,0,1,1,1,5,,,,2127,9453,TRUE,9937,49248;49249;49250;49251;49252,37437;37438;37439;37440;37441,37440,,,10090
Q9EQQ9,Q9EQQ9,3,3,3,Protein O-GlcNAcase,Mgea5,sp|Q9EQQ9|OGA_MOUSE Protein O-GlcNAcase OS=Mus musculus OX=10090 GN=Oga PE=1 SV=2,1,3,3,3,0,0,1,3,2,2,0,0,1,3,2,2,0,0,1,3,2,2,5.8,5.8,5.8,103.16,916,916,1,8,0,6.2708,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,1.7,5.8,3.7,3.8,4602800,0,0,83835,1749200,1411300,1358500,0,0,0,207930,271710,0,0,0,0,2,1,1,4,,,,2128,5301;8529;10355,True;True;True,5541;8963;10888,27282;27283;44262;44263;53965;53966;53967;53968,20701;20702;33227;41043,20702;33227;41043,,,10090
Q9EQU5,Q9EQU5,3,3,3,Protein SET,Set,sp|Q9EQU5|SET_MOUSE Protein SET OS=Mus musculus OX=10090 GN=Set PE=1 SV=1,1,3,3,3,2,2,2,1,3,2,2,2,2,1,3,2,2,2,2,1,3,2,20.4,20.4,20.4,33.377,289,289,1,12,0,14.635,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By matching,9.3,9.3,9.3,4.8,20.4,15.9,24742000,1445900,1425600,1252200,3885000,9890300,6843000,782090,768260,978930,0,951070,0,1,0,2,1,2,0,6,,,,2129,1474;3829;4310,True;True;True,1545;3997;4505,7129;7130;7131;7132;19067;19068;19069;19070;19071;19072;21860;21861,5440;5441;5442;14489;14490;16659,5442;14490;16659,,,10090
Q9ER00,Q9ER00,2,2,2,Syntaxin-12,Stx12,sp|Q9ER00|STX12_MOUSE Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,10.6,10.6,10.6,31.195,274,274,1,7,0.0040286,1.856,By MS/MS,By matching,By matching,By MS/MS,By matching,By MS/MS,10.6,5.5,5.5,5.5,5.5,5.5,12555000,1663200,850360,630780,3839200,1946000,3625200,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,2130,1750;7565,True;True,1835;7963,8532;8533;8534;8535;8536;8537;39457,6473;29883,6473;29883,,,10090
