Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides A1,Peptides A2,Peptides A3,Peptides C1,Peptides C2,Peptides C3,Razor + unique peptides A1,Razor + unique peptides A2,Razor + unique peptides A3,Razor + unique peptides C1,Razor + unique peptides C2,Razor + unique peptides C3,Unique peptides A1,Unique peptides A2,Unique peptides A3,Unique peptides C1,Unique peptides C2,Unique peptides C3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type A1,Identification type A2,Identification type A3,Identification type C1,Identification type C2,Identification type C3,Sequence coverage A1 [%],Sequence coverage A2 [%],Sequence coverage A3 [%],Sequence coverage C1 [%],Sequence coverage C2 [%],Sequence coverage C3 [%],Intensity,Intensity A1,Intensity A2,Intensity A3,Intensity C1,Intensity C2,Intensity C3,LFQ intensity A1,LFQ intensity A2,LFQ intensity A3,LFQ intensity C1,LFQ intensity C2,LFQ intensity C3,MS/MS count A1,MS/MS count A2,MS/MS count A3,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q6DFW4,Q6DFW4,7,7,7,Nucleolar protein 58,Nop58,sp|Q6DFW4|NOP58_MOUSE Nucleolar protein 58 OS=Mus musculus OX=10090 GN=Nop58 PE=1 SV=1,1,7,7,7,5,3,1,6,7,5,5,3,1,6,7,5,5,3,1,6,7,5,17.7,17.7,17.7,60.342,536,536,1,29,0,87.533,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.4,6.5,2.2,15.3,17.7,12.1,41490000,2677000,363130,254070,13290000,17922000,6983300,299660,277150,0,456120,352380,269510,2,1,1,3,7,1,15,,,,1168,1457;3482;4024;5102;5876;9904;11081,True;True;True;True;True;True;True,1510;3610;4181;5307;6111;10359;11587,5562;5563;5564;5565;5566;5567;13722;13723;13724;13725;13726;16057;20847;20848;20849;24056;24057;24058;24059;24060;41163;41164;41165;41166;41167;46149;46150;46151;46152,4345;4346;4347;4348;4349;10662;10663;10664;12566;16245;16246;18718;32237;32238;36176,4347;10662;12566;16245;18718;32237;36176,563,383,-1
Q6DG52,Q6DG52,1,1,1,Protein Churchill,Churc1,sp|Q6DG52|CHUR_MOUSE Protein Churchill OS=Mus musculus OX=10090 GN=Churc1 PE=3 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,11.6,11.6,11.6,12.858,112,112,1,3,0.0017961,7.4762,,,,By MS/MS,By MS/MS,By matching,0,0,0,11.6,11.6,11.6,3463300,0,0,0,1280400,1664300,518600,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1169,127,TRUE,131,478;479;480,385;386,385,,,-1
Q6DID3,Q6DID3,5,5,5,Protein SCAF8,Scaf8,sp|Q6DID3|SCAF8_MOUSE SR-related and CTD-associated factor 8 OS=Mus musculus OX=10090 GN=Scaf8 PE=1 SV=1,1,5,5,5,3,1,0,4,3,3,3,1,0,4,3,3,3,1,0,4,3,3,5.3,5.3,5.3,139.57,1268,1268,1,14,0,34.763,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,2.9,0.9,0,4.4,3.4,3.4,9535700,114200,61250,0,3649000,3293800,2417400,0,0,0,113530,97082,142000,1,1,0,4,4,2,12,,,,1170,2917;3505;3782;7971;10251,True;True;True;True;True,3025;3634;3926;8337;10722,11446;11447;11448;13821;13822;13823;14992;14993;14994;32918;32919;42743;42744;42745,8911;10746;10747;10748;10749;10750;11670;25617;25618;33548;33549;33550,8911;10747;11670;25617;33550,,,-1
Q6GQX2,Q6GQX2,5,5,5,Nck-associated protein 5-like,Nckap5l,sp|Q6GQX2|NCK5L_MOUSE Nck-associated protein 5-like OS=Mus musculus OX=10090 GN=Nckap5l PE=1 SV=1,1,5,5,5,0,0,0,5,3,3,0,0,0,5,3,3,0,0,0,5,3,3,6,6,6,138.17,1323,1323,1,11,0,30.516,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6,3.2,3,11046000,0,0,0,6437300,2976200,1632100,0,0,0,177150,114730,130410,0,0,0,3,3,2,8,,,,1171,3769;8440;9402;10179;10524,True;True;True;True;True,3912;8819;9825;10645;11010,14923;14924;34847;34848;34849;38939;38940;42441;42442;42443;43956,11612;26969;26970;30404;30405;33312;33313;34488,11612;26969;30404;33313;34488,,,-1
Q6IFZ9,Q6IFZ9,3,1,1,"Keratin, type II cytoskeletal 74",Krt74,"sp|Q6IFZ9|K2C74_MOUSE Keratin, type II cytoskeletal 74 OS=Mus musculus OX=10090 GN=Krt74 PE=3 SV=1",1,3,1,1,2,3,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,6.7,2.4,2.4,54.746,495,495,1,1,0.0017513,7.0214,By matching,By MS/MS,By matching,By matching,By matching,By matching,4.2,6.7,4.2,4.2,4.2,2.4,648290,0,648290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1172,2299;2533;8890,False;False;True,2386;2627;9289,8952;8953;8954;8955;8956;9893;9894;9895;9896;9897;9898;9899;36679,6905;6906;6907;6908;7668;7669;7670;7671;7672;7673;7674;28351,6906;7670;28351,,,-1
Q6IR34,Q6IR34,5,5,5,G-protein-signaling modulator 1,Gpsm1,sp|Q6IR34|GPSM1_MOUSE G-protein-signaling modulator 1 OS=Mus musculus OX=10090 GN=Gpsm1 PE=1 SV=3,1,5,5,5,0,0,0,4,3,4,0,0,0,4,3,4,0,0,0,4,3,4,8.9,8.9,8.9,74.361,673,673,1,14,0,98.479,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6.7,5.2,7.6,30113000,0,0,0,12379000,9294700,8438700,0,0,0,375440,395240,417700,0,0,0,5,1,4,10,,,,1173,769;2334;3258;3669;6594,True;True;True;True;True,797;2422;3375;3806;6856,2950;2951;9089;9090;12840;14499;14500;14501;14502;14503;14504;26987;26988;26989,2295;2296;7018;7019;9976;11288;11289;11290;11291;20922;20923,2296;7018;9976;11290;20922,,,-1
Q6IRU2,Q6IRU2,16,16,16,Tropomyosin alpha-4 chain,Tpm4,sp|Q6IRU2|TPM4_MOUSE Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3,1,16,16,16,6,7,5,16,15,15,6,7,5,16,15,15,6,7,5,16,15,15,48.8,48.8,48.8,28.467,248,248,1,80,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,28.2,28.2,25.8,48.8,45.2,48.8,533260000,2241900,2140900,1757500,189180000,172120000,165820000,198830,554910,369730,2068500,1669400,2923600,5,6,5,21,24,22,83,,,,1174,249;636;637;3645;4492;4493;4524;4525;4526;4979;5119;6179;6911;8297;8298;11383,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,256;661;662;3779;4674;4675;4707;4708;4709;5180;5324;6423;7192;8671;8672;11906,939;940;941;942;943;944;2445;2446;2447;2448;2449;2450;2451;14393;14394;14395;14396;14397;14398;14399;14400;14401;18189;18190;18191;18192;18193;18194;18195;18196;18197;18327;18328;18329;18330;18331;18332;18333;18334;18335;18336;18337;20340;20341;20342;20343;20344;20345;20914;20915;20916;20917;20918;20919;25280;25281;25282;28245;28246;34232;34233;34234;34235;34236;34237;47555;47556;47557;47558;47559;47560;47561;47562;47563;47564;47565;47566;47567;47568;47569,743;744;745;746;1908;1909;1910;1911;1912;1913;1914;1915;11203;11204;11205;11206;11207;11208;11209;11210;11211;14278;14279;14280;14281;14282;14283;14284;14285;14286;14287;14367;14368;14369;14370;14371;14372;14373;14374;14375;14376;14377;14378;14379;14380;14381;15893;15894;15895;15896;15897;16299;16300;16301;16302;16303;16304;19624;19625;19626;21837;21838;26542;26543;26544;26545;26546;26547;26548;26549;26550;37298;37299;37300;37301;37302;37303;37304;37305;37306;37307;37308;37309;37310;37311,746;1909;1910;11208;14281;14285;14368;14371;14378;15894;16304;19624;21837;26543;26545;37306,,,-1
Q6NS45,Q6NS45,1,1,1,Coiled-coil domain-containing protein 66,Ccdc66,sp|Q6NS45|CCD66_MOUSE Coiled-coil domain-containing protein 66 OS=Mus musculus OX=10090 GN=Ccdc66 PE=1 SV=3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,1.1,1.1,107.37,935,935,1,8,0.0025306,6.6687,By matching,By matching,By matching,By matching,By MS/MS,By MS/MS,1.1,1.1,1.1,1.1,1.1,1.1,6091700,612550,90650,127330,1117500,2821600,1322000,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,1175,3050,TRUE,3159,12019;12020;12021;12022;12023;12024;12025;12026,9355;9356,9356,,,-1
Q6NS46,Q6NS46,3,3,3,Protein RRP5 homolog,Pdcd11,sp|Q6NS46|RRP5_MOUSE Protein RRP5 homolog OS=Mus musculus OX=10090 GN=Pdcd11 PE=1 SV=2,1,3,3,3,3,0,1,0,0,0,3,0,1,0,0,0,3,0,1,0,0,0,2.5,2.5,2.5,207.78,1862,1862,1,4,0,18.107,By MS/MS,,By matching,,,,2.5,0,1.2,0,0,0,609950,514470,0,95478,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,,,,1176,2077;3542;5948,True;True;True,2152;3672;6184,8072;13946;13947;24368,6232;10839;18956,6232;10839;18956,,,-1
Q6NSQ7,Q6NSQ7,9,9,9,Protein LTV1 homolog,Ltv1,sp|Q6NSQ7|LTV1_MOUSE Protein LTV1 homolog OS=Mus musculus OX=10090 GN=Ltv1 PE=1 SV=2,1,9,9,9,0,0,0,8,8,9,0,0,0,8,8,9,0,0,0,8,8,9,16,16,16,54.022,470,470,1,28,0,82.963,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,16,16,16,50334000,0,0,0,16656000,18061000,15618000,0,0,0,471660,411760,524740,0,0,0,8,7,9,24,,,,1177,1249;3690;5379;6456;7135;8419;8420;9188;9580,True;True;True;True;True;True;True;True;True,1294;3828;5593;6716;7467;8796;8797;9606;10019,4749;4750;14597;14598;14599;22039;22040;22041;26385;26386;26387;29526;29527;34741;34742;34743;34744;34745;34746;34747;34748;34749;37833;37834;37835;39678;39679;39680,3704;3705;11370;11371;11372;17111;17112;17113;20490;23077;26890;26891;26892;26893;26894;26895;26896;26897;29230;29231;29232;31006;31007;31008,3705;11371;17112;20490;23077;26892;26896;29231;31006,,,-1
Q6NV83,Q6NV83,4,4,4,U2 snRNP-associated SURP motif-containing protein,U2surp,sp|Q6NV83|SR140_MOUSE U2 snRNP-associated SURP motif-containing protein OS=Mus musculus OX=10090 GN=U2surp PE=1 SV=3,1,4,4,4,3,0,2,3,3,2,3,0,2,3,3,2,3,0,2,3,3,2,5.1,5.1,5.1,118.26,1029,1029,1,13,0,29.005,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.3,0,4.2,4.3,5.1,4.3,1099900,153760,0,46415,396710,331580,171420,43053,0,32217,34007,28856,30579,2,0,0,2,2,1,7,,,,1178,2984;2985;7300;9238,True;True;True;True,3093;3094;7640;9656,11729;11730;11731;11732;11733;11734;11735;30217;38011;38012;38013;38014;38015,9127;9128;23622;29362;29363;29364;29365,9127;9128;23622;29365,564;565,31;41,-1
Q6NXH3,Q6NXH3,4,4,4,Vasculin,Gpbp1,sp|Q6NXH3|GPBP1_MOUSE Vasculin OS=Mus musculus OX=10090 GN=Gpbp1 PE=1 SV=1,1,4,4,4,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,4,3,3,18.8,18.8,18.8,53.423,473,473,1,10,0,68.886,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,18.8,11.6,11.6,11224000,0,0,0,4104200,4370900,2748700,0,0,0,169860,168540,197770,0,0,0,4,3,4,11,,,,1179,1296;8484;9069;9167,True;True;True;True,1343;8863;9483;9583,4935;34998;34999;35000;37405;37406;37407;37744;37745;37746,3849;27078;27079;27080;27081;27082;27083;28897;28898;29163;29164,3849;27083;28898;29163,,,-1
Q6NXI6,Q6NXI6,1,1,1,Regulation of nuclear pre-mRNA domain-containing protein 2,Rprd2,sp|Q6NXI6|RPRD2_MOUSE Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rprd2 PE=1 SV=1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,156.58,1469,1469,1,1,0.0055096,6.1636,,,,,,By MS/MS,0,0,0,0,0,1,964870,0,0,0,0,0,964870,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1180,768,TRUE,796,2949,2294,2294,,,-1
Q6NXJ0,Q6NXJ0,18,18,18,Protein WWC2,Wwc2,sp|Q6NXJ0|WWC2_MOUSE Protein WWC2 OS=Mus musculus OX=10090 GN=Wwc2 PE=1 SV=1,1,18,18,18,3,2,1,16,15,13,3,2,1,16,15,13,3,2,1,16,15,13,20.5,20.5,20.5,132.62,1187,1187,1,50,0,261.56,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.1,1.8,1,17.9,17.2,13,174370000,451080,366340,442510,64535000,69642000,38934000,64560,105640,0,1162700,1011400,950840,1,0,0,18,14,11,44,,,,1181,271;2099;2442;5436;5526;6243;7055;7285;7959;8049;8186;9151;9275;9286;9696;9957;9974;10302,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,278;2175;2533;5650;5744;6494;7377;7623;8324;8418;8559;9567;9694;9705;10139;10416;10433;10773,1013;1014;1015;8158;8159;8160;9534;22258;22259;22260;22618;22619;25523;25524;25525;25526;25527;28877;28878;30137;30138;30139;30140;30141;30142;32875;32876;32877;33207;33208;33209;33754;33755;37700;37701;37702;38164;38165;38166;38191;38192;38193;38194;40348;41378;41438;41439;42935;42936;42937,809;810;811;6291;6292;7404;17275;17276;17277;17567;19811;19812;19813;19814;22278;22279;23567;23568;23569;25585;25586;25587;25827;25828;25829;25830;26207;26208;26209;29129;29480;29481;29482;29510;29511;29512;31574;32395;32443;32444;33707;33708;33709;33710,809;6291;7404;17277;17567;19812;22279;23567;25586;25828;26208;29129;29482;29512;31574;32395;32443;33707,,,-1
Q6NXY9,Q6NXY9,1,1,1,DNA-directed RNA polymerase III subunit RPC7,Polr3g,sp|Q6NXY9|RPC7_MOUSE DNA-directed RNA polymerase III subunit RPC7 OS=Mus musculus OX=10090 GN=Polr3g PE=2 SV=1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,8.1,8.1,8.1,25.947,223,223,1,2,0.0017286,6.9092,,,,By MS/MS,,By MS/MS,0,0,0,8.1,0,8.1,2107400,0,0,0,948720,0,1158700,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1182,8385,TRUE,8759,34596;34597,26790;26791,26790,,,-1
Q6NZC7,Q6NZC7,5,5,5,SEC23-interacting protein,Sec23ip,sp|Q6NZC7|S23IP_MOUSE SEC23-interacting protein OS=Mus musculus OX=10090 GN=Sec23ip PE=1 SV=2,1,5,5,5,4,1,2,5,5,4,4,1,2,5,5,4,4,1,2,5,5,4,5.4,5.4,5.4,110.78,998,998,1,25,0,31.022,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.1,0.7,0.8,5.4,5.4,4.1,21150000,1161400,103460,149050,8616300,7703900,3416000,207340,0,0,208300,203900,180190,2,0,0,2,5,2,11,,,,1183,6172;6173;7749;9395;10455,True;True;True;True;True,6416;6417;8109;9818;10936,25251;25252;25253;25254;25255;25256;25257;25258;25259;25260;25261;25262;25263;25264;25265;32040;32041;32042;32043;38919;38920;43628;43629;43630;43631,19611;19612;19613;24969;30388;30389;34241;34242;34243;34244;34245,19611;19613;24969;30388;34243,,,-1
Q6NZF1,Q6NZF1,5,5,5,Zinc finger CCCH domain-containing protein 11A,Zc3h11a,sp|Q6NZF1|ZC11A_MOUSE Zinc finger CCCH domain-containing protein 11A OS=Mus musculus OX=10090 GN=Zc3h11a PE=1 SV=1,1,5,5,5,1,1,1,4,4,4,1,1,1,4,4,4,1,1,1,4,4,4,9.3,9.3,9.3,86.491,792,792,1,15,0,52.986,By MS/MS,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,2.1,2.9,2.1,7.2,9.3,7.2,11853000,59937,29478,30807,3897200,4202300,3633500,0,0,0,153940,102530,176910,1,0,0,3,4,2,10,,,,1184,5942;8384;10657;10739;10740,True;True;True;True;True,6177;8758;11156;11241;11242,24339;24340;24341;34593;34594;34595;44543;44544;44545;44846;44847;44848;44849;44850;44851,18937;18938;26788;26789;34939;34940;34941;35154;35155;35156,18938;26789;34940;35154;35156,,,-1
Q6NZJ6,Q6NZJ6,18,18,18,Eukaryotic translation initiation factor 4 gamma 1,Eif4g1,sp|Q6NZJ6|IF4G1_MOUSE Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1,1,18,18,18,16,6,12,16,16,14,16,6,12,16,16,14,16,6,12,16,16,14,12.4,12.4,12.4,176.07,1600,1600,1,85,0,160.07,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.7,5.1,8.6,11.6,10.6,10.2,147410000,19117000,589480,4722900,53204000,47281000,22494000,1579800,488890,921040,614120,562160,517050,11,1,4,12,11,6,45,,,,1185,1576;2584;2681;2682;2969;3343;4189;4190;4553;4968;5771;5960;5999;8025;8092;8242;8676;9703,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1633;2681;2778;2779;3077;3464;4350;4351;4737;4738;5169;5997;6196;6238;8393;8462;8616;9067;10146,6064;6065;6066;6067;10098;10099;10468;10469;10470;10471;10472;11663;11664;11665;11666;11667;11668;13139;13140;13141;13142;13143;13144;16749;16750;16751;16752;16753;16754;16755;16756;16757;16758;16759;16760;18442;18443;18444;18445;18446;18447;18448;18449;18450;20315;23612;23613;23614;23615;24421;24422;24423;24424;24425;24426;24583;24584;24585;24586;33117;33118;33119;33120;33121;33394;33395;33396;33397;34011;34012;34013;34014;34015;34016;34017;35829;35830;35831;35832;35833;40371;40372;40373;40374;40375,4720;4721;7817;8116;8117;8118;8119;9077;10213;10214;13148;13149;13150;13151;13152;13153;14465;14466;14467;14468;14469;14470;14471;15872;18360;18361;18994;18995;18996;19108;19109;19110;25753;25948;25949;25950;25951;26384;26385;26386;27689;27690;27691;27692;27693;31594,4720;7817;8116;8117;9077;10214;13149;13152;14468;15872;18360;18994;19108;25753;25948;26384;27690;31594,566,204,-1
Q6NZM9,Q6NZM9,2,2,2,Histone deacetylase 4,Hdac4,sp|Q6NZM9|HDAC4_MOUSE Histone deacetylase 4 OS=Mus musculus OX=10090 GN=Hdac4 PE=1 SV=1,1,2,2,2,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,1,1,2,2,2,2,118.56,1076,1076,1,4,0,18.554,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,0.8,0.8,2,6804500,0,0,0,1016700,1820700,3967100,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1186,2055;7809,True;True,2130;8171,7982;32291;32292;32293,6162;25147;25148,6162;25147,,,-1
Q6NZN0,Q6NZN0,1,1,1,RNA-binding protein 26,Rbm26,sp|Q6NZN0|RBM26_MOUSE RNA-binding protein 26 OS=Mus musculus OX=10090 GN=Rbm26 PE=1 SV=2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.4,1.4,1.4,114.14,1012,1012,1,5,0,13.422,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,1.4,1.4,1.4,1.4,1.4,4373700,0,48978,50294,1504100,1329900,1440500,0,0,0,0,0,0,0,1,1,1,1,1,5,,,,1187,9915,TRUE,10372,41215;41216;41217;41218;41219,32275;32276;32277;32278;32279,32277,,,-1
Q6P0X2,Q6P0X2,2,2,2,Zinc finger protein 511,Znf511,sp|Q6P0X2|ZN511_MOUSE Zinc finger protein 511 OS=Mus musculus OX=10090 GN=Znf511 PE=1 SV=2,1,2,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,11.9,11.9,11.9,25.761,227,227,1,5,0,12.716,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6.6,11.9,11.9,8776400,0,0,0,2227500,4057800,2491100,0,0,0,0,134520,138600,0,0,0,1,1,2,4,,,,1188,1057;5421,True;True,1100;5635,4058;4059;22194;22195;22196,3198;17226;17227;17228,3198;17226,,,-1
Q6P1B1,Q6P1B1,5,5,5,Xaa-Pro aminopeptidase 1,Xpnpep1,sp|Q6P1B1|XPP1_MOUSE Xaa-Pro aminopeptidase 1 OS=Mus musculus OX=10090 GN=Xpnpep1 PE=1 SV=1,1,5,5,5,4,2,3,5,5,4,4,2,3,5,5,4,4,2,3,5,5,4,10.4,10.4,10.4,69.59,623,623,1,23,0,32.746,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.2,4,6.7,10.4,10.4,9,45932000,5781000,240840,1020300,12895000,19310000,6684800,1047100,522630,674660,400570,503730,274280,3,2,3,4,3,1,16,,,,1189,2982;3002;7679;8609;10369,True;True;True;True;True,3091;3111;8037;8996;10843,11722;11723;11724;11725;11726;11808;11809;11810;31745;31746;31747;31748;31749;31750;35552;35553;35554;35555;35556;35557;43198;43199;43200,9122;9123;9124;9179;9180;9181;24747;24748;24749;24750;24751;24752;27472;27473;27474;33907,9123;9180;24750;27474;33907,,,-1
Q6P1F6;Q925E7,Q6P1F6,7;2,7;2,5;1,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,Ppp2r2a,sp|Q6P1F6|2ABA_MOUSE Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r2a PE=1 SV=1,2,7,7,5,5,2,4,7,7,6,5,2,4,7,7,6,4,2,3,5,5,4,24.2,24.2,17.2,51.691,447,447;453,1,39,0,117.21,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,15,4.5,12.5,24.2,24.2,17.4,104270000,1157900,515100,972840,39051000,41794000,20782000,247070,216160,312870,674280,619990,685120,3,1,1,11,9,8,33,,,,1190,2846;2896;4333;4424;5660;10708;10879,True;True;True;True;True;True;True,2951;3002;4499;4604;5883;11208;11209;11384,11153;11154;11341;11342;11343;11344;11345;11346;11347;17330;17331;17332;17333;17334;17335;17780;17781;17782;17783;17784;17785;17786;23125;23126;23127;44731;44732;44733;44734;44735;44736;44737;44738;45410;45411;45412;45413;45414;45415,8676;8818;8819;8820;8821;13581;13582;13583;13584;13585;13899;13900;13901;13902;13903;13904;13905;17953;17954;17955;17956;35070;35071;35072;35073;35074;35075;35076;35077;35615;35616;35617;35618,8676;8818;13585;13901;17953;35074;35616,567,163,-1;-1
Q6P1H6,Q6P1H6,1,1,1,Ankyrin repeat and LEM domain-containing protein 2,Ankle2,sp|Q6P1H6|ANKL2_MOUSE Ankyrin repeat and LEM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ankle2 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2.5,2.5,2.5,106.2,964,964,1,3,0.0017921,7.4322,,,,By matching,By MS/MS,By matching,0,0,0,2.5,2.5,2.5,5412600,0,0,0,1861700,1869000,1681900,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1191,9124,TRUE,9540,37609;37610;37611,29059,29059,,,-1
Q6P2B1;Q8K368,Q6P2B1,6;1,6;1,6;1,Transportin-3,Tnpo3,sp|Q6P2B1|TNPO3_MOUSE Transportin-3 OS=Mus musculus OX=10090 GN=Tnpo3 PE=1 SV=1,2,6,6,6,4,0,3,4,5,2,4,0,3,4,5,2,4,0,3,4,5,2,12,12,12,104.17,923,923;1330,1,18,0,72.039,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.2,0,4,8.6,11.3,3.9,23069000,2510100,0,442510,6812300,12255000,1049800,524900,0,311660,170430,245480,233780,3,0,3,4,4,2,16,,,,1192,1177;1327;9139;9199;9351;11395,True;True;True;True;True;True,1222;1375;9555;9617;9771;11918,4476;4477;4478;4479;5047;5048;5049;5050;5051;37656;37657;37869;37870;37871;38745;38746;47612;47613,3511;3512;3513;3514;3949;3950;3951;3952;29091;29092;29256;29257;30240;30241;37349;37350,3512;3950;29092;29257;30240;37349,,,-1;-1
Q6P2K6,Q6P2K6,2,2,2,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,Smek1,sp|Q6P2K6|P4R3A_MOUSE Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Mus musculus OX=10090 GN=Ppp4r3a PE=1 SV=1,1,2,2,2,2,0,0,1,1,0,2,0,0,1,1,0,2,0,0,1,1,0,3,3,3,93.841,820,820,1,4,0,11.876,By MS/MS,,,By matching,By matching,,3,0,0,1.6,1.6,0,2151700,451750,0,0,897660,802310,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,1193,2497;9015,True;True,2590;9421,9731;9732;9733;37211,7550;28751,7550;28751,,,-1
Q6P3B9,Q6P3B9,1,1,1,"Putative ribosome-binding factor A, mitochondrial",Rbfa,"sp|Q6P3B9|RBFA_MOUSE Putative ribosome-binding factor A, mitochondrial OS=Mus musculus OX=10090 GN=Rbfa PE=2 SV=1",1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,5.7,5.7,5.7,39.317,350,350,1,3,0.0018536,8.1891,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,5.7,5.7,5.7,3522700,0,0,0,1137300,1666900,718500,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1194,6034,TRUE,6274,24709;24710;24711,19189;19190;19191,19189,,,-1
Q6P4S6,Q6P4S6,1,1,1,Serine/threonine-protein kinase SIK3,Sik3,sp|Q6P4S6|SIK3_MOUSE Serine/threonine-protein kinase SIK3 OS=Mus musculus OX=10090 GN=Sik3 PE=1 SV=3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.6,1.6,1.6,145.78,1311,1311,1,3,0.0017606,7.0865,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,1.6,1.6,1.6,3652900,0,0,0,1158100,1443200,1051700,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1195,2708,TRUE,2807,10574;10575;10576,8199,8199,,,-1
